Bandwidth_GB_Year,MonthlyCharge,Tenure,StreamingMovies,Contract_Month-to-month,StreamingTV,Contract_OneYear,Multiple,InternetService_DSL,Techie,InternetService_FiberOptic,DeviceProtection,OnlineBackup,PaymentMethod_ElectronicCheck,Gender_Male,Gender_Female,Phone,Churn
1486.494353,172.470522,9.323157168,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1
1550.154506,182.45383,10.36025557,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
1979.490592,172.487091,17.63783701,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0
526.38731,157.483594,2.694014031,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1
570.7344969,167.456419,2.937852035,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0
1344.903546,104.97808,9.566169913,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
602.4065111,152.479779,2.163284177,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1
1339.377921,127.525,14.06970055,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
1752.198908,117.468591,13.13159395,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0
1273.142721,179.947583,11.55776139,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0
1964.775503,104.964303,14.96367107,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1341.450253,245.128318,2.439520256,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1
1976.347042,120.003499,17.68782231,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
1917.60124,225.145743,8.255617012,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1
820.9557127,104.964303,5.174032539,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
1148.911745,142.499263,8.16762508,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1
1919.921479,139.965008,14.96689418,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0
1036.324728,214.966286,7.537243981,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1
1839.699549,117.472036,18.95221637,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
847.9561126,190.159922,5.011735021,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1
488.2811705,147.442069,2.728247011,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1
875.0932458,127.488728,7.138985437,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1
2128.80443,184.971516,22.71649048,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0
1541.165921,214.952509,13.28051861,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1
2687.9401,159.994242,27.96096319,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
768.0341067,194.976769,4.61174735,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1
882.5591385,112.455141,9.94963312,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1679.045392,115.002061,15.71358455,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0
1809.863378,242.61428,12.60420397,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1
2295.960298,152.47417,17.92733138,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0
955.0181592,217.483972,6.818705821,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1
2035.008705,159.979358,15.97494301,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0
1681.813552,169.967067,14.39399314,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1
1774.760154,215.159141,9.983052758,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1
711.7404846,187.656013,2.704950495,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0
2221.139588,207.609354,20.83084927,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1
547.9869964,192.440432,1.225588884,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1
1768.55004,152.457857,10.44973947,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0
926.9394553,207.609354,3.418302206,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0
715.3186358,162.468917,4.837990763,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0
771.9557231,172.470522,1.963127209,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1
1671.469773,129.948316,10.34247598,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1
358.4232611,137.461553,1.156719701,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1
1935.461046,175.133074,17.3999197,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0
520.8892347,147.471303,3.124488057,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0
1356.12218,197.470195,6.958063425,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1
914.8863272,179.965581,7.010189312,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
638.4642534,147.473844,2.447985699,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1
919.2881691,174.975543,4.269258862,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0
1515.532948,162.446995,8.343625652,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0
476.4598684,147.460067,4.397705634,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0
1140.151122,182.45383,11.08150154,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
677.1757219,144.960655,7.273510936,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0
2138.553831,142.452604,12.01513041,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1
746.2481195,147.442069,4.845060681,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0
1370.012453,104.964303,11.19078648,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1
1754.601627,139.9678,16.91776871,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0
2115.906589,182.460772,21.16641251,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
2576.783187,164.988941,25.88644227,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0
1826.678884,127.473844,15.59096202,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0
1559.824693,149.984492,13.03099332,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0
961.7341695,79.978861,8.034201127,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
409.5740796,137.468591,1.124656757,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
1048.538032,164.978458,3.551651444,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0
1460.729298,154.975543,7.925553778,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0
539.9859818,160.00128,3.685081574,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0
483.4546178,182.460772,2.659423565,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0
541.4070913,117.485813,1.355493769,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1
1030.206721,159.965008,7.442451151,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0
1442.347357,172.455519,11.03162791,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1
1204.678983,129.976324,9.141192423,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0
730.1829735,139.99789,4.633545041,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1304.854276,94.972827,9.22316707,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
2410.11164,169.937833,24.0737635,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0
1278.688937,187.484705,7.771315315,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1
831.9771606,172.462354,5.7018635,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
995.4220744,275.119794,2.456217972,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1
592.8646912,194.976769,2.849622074,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0
1055.617042,112.455141,12.61694943,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
525.3069851,139.979239,2.967533379,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
1128.690355,245.131966,4.44463064,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
1668.779606,162.446995,10.92247392,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
958.2229045,169.937833,5.696461819,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1
825.6469228,139.981577,5.173463744,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0
941.291001,144.960655,9.339307484,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
900.3977089,184.978458,1.699850064,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1
1260.12789,197.483972,3.955928538,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1
1618.259683,220.161527,9.652842643,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1
1727.882293,147.442069,16.53244292,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1
1464.442974,164.985293,4.777862937,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0
2588.843484,147.456419,22.57289049,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1
1170.35317,104.97808,8.571860106,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0
1409.882802,220.114868,7.195810535,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1
486.1105716,182.446995,2.978504665,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1
688.7644008,160.00128,2.661961707,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0
901.5457844,240.114868,2.834098048,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1
1568.344567,255.155493,8.637184433,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1
1809.921626,220.114868,10.46190099,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1
1192.174805,142.471255,4.861047755,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
953.8934493,179.947583,9.62893496,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1
682.4871065,140.004928,4.248159714,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0
1154.565474,187.484705,7.912612583,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0
677.2734494,127.488728,3.135848347,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1
1024.582571,162.471255,9.31669305,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0
1291.915318,137.483594,6.485770796,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1
1755.239032,149.944668,10.55505829,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0
1884.50089,172.47417,19.43267321,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0
1029.123182,184.979684,2.108441505,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1
2489.519356,199.990219,16.08842518,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0
742.7794122,172.503404,4.860645308,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1
1797.14783,82.496547,18.88610542,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1249.494056,182.446995,11.73492964,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1
1495.341126,197.628838,9.841085026,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1
1516.797047,174.988208,7.819783852,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1
3293.015758,164.967019,29.70527547,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1
1057.037731,207.475448,2.478012402,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1
1467.90459,255.119794,4.089115347,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1
2743.734408,142.452604,20.96092159,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1
976.9718156,117.487242,4.55454522,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0
956.9132284,275.119794,2.876901531,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1
884.6278615,172.47417,5.682066541,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1
1201.898094,159.947583,3.187512279,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1
810.4941232,157.483594,7.93260821,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
1237.560637,172.456745,5.146834768,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1
2211.379038,179.947583,21.63512984,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0
1144.495358,149.99153,9.941798485,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0
1558.309095,204.979684,15.26657624,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0
501.0626363,104.992311,2.62860278,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0
495.8370195,137.439154,2.045299662,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0
2730.054658,242.657291,23.05042619,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0
1370.86345,235.159141,7.677039536,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1
1111.834697,117.468591,5.427546075,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0
1887.197833,190.159922,14.05740045,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1
596.625449,159.987503,5.791194183,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1
1507.046722,169.944668,14.23594392,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0
1330.988714,200.118516,3.883156675,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1
3192.755309,129.948316,31.10956637,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0
644.4955303,130.024412,4.891651665,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1076.076012,159.964152,5.812856338,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0
432.0011277,159.951231,1.67735795,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
1437.241364,192.470522,10.55675189,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1
951.5458256,124.964303,10.08691319,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
1733.107782,200.165175,12.48678964,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
1599.874839,245.145743,9.553290527,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1
726.8978219,159.951231,6.307898491,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
831.4033785,134.980139,7.195646567,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
1798.360928,175.133074,15.15825465,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1
3014.958938,220.114868,22.56250894,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1
534.6671843,162.468917,2.619468979,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
552.7011071,112.484375,7.321650003,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0
961.4921994,242.628057,3.469955007,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1
1737.043258,114.965789,17.88183906,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
1425.346946,124.97808,12.33304231,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0
2275.16632,139.934918,17.12047934,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
627.3962656,184.985293,4.32321356,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1
972.4555268,182.483267,7.59915732,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
2383.673575,255.133571,12.71183755,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1
686.8335296,169.937833,3.868738215,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1
1539.452153,129.959755,6.642819537,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
770.971694,252.62403,3.871799525,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0
937.6860638,245.174977,2.288223389,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1
1579.887065,132.466002,9.331730104,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
2294.265591,222.632554,17.01228541,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1
871.9497737,165.018175,4.556801333,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0
737.7421962,127.442069,1.522691557,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0
571.3635369,152.495236,2.988653862,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1
1566.414462,139.965008,9.821119931,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
935.5106086,129.948316,2.495010749,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1
1244.404963,144.988941,4.452382314,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
875.8840004,149.992756,3.847102787,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1
557.4590468,159.951231,3.688657724,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
2543.181756,184.979684,21.13118502,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1
1997.134556,127.481989,23.44153546,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
1196.617394,132.466002,4.594946825,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1
1088.288955,192.440432,8.085917091,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1
840.1259162,139.99789,6.086525665,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0
839.4587853,217.472533,3.295993837,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0
1011.509096,139.934918,2.354138635,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0
738.9464573,139.981577,5.68109955,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1
1567.544174,149.977753,16.96762986,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
874.5485738,147.442069,4.544027018,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1
1690.990907,149.937833,10.3444125,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1
1093.673208,129.959755,4.672608309,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1
1598.603464,137.483594,11.44470291,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0
1982.607316,204.963371,16.78883402,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1
1998.877156,270.160419,10.27733324,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1
1870.659833,169.937833,15.98515564,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0
831.5573687,262.610632,3.19677148,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1
1043.284658,152.47417,2.256763731,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1
587.0970427,119.989722,1.915736733,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1
2207.767111,245.146969,14.02688588,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1
2252.093831,214.966286,20.96098587,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0
1968.581014,127.442069,16.48377098,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
992.3896521,137.461553,7.989151046,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1
383.5428131,124.964303,5.682395213,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
1297.575754,129.994975,10.99225739,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1
507.3968121,162.471255,1.550200335,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0
2095.858312,172.47417,19.73065009,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1173.415489,182.476229,7.840871292,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1
885.546457,127.511223,7.349883172,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
1009.567691,187.513939,5.414586898,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0
1100.161591,160.00128,9.605264775,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0
985.3722849,182.490006,4.843533662,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1
1171.036365,112.455141,13.24581884,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
556.6697772,137.439154,3.330819942,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1
297.5330656,147.478341,1.84918194,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0
814.974232,124.993537,9.07813252,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
942.2015895,120.003499,6.585140105,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0
1374.793483,147.473844,10.46452162,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0
1698.876321,139.934918,10.11687657,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0
1015.71304,242.628057,2.181372893,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1
1696.133718,127.473844,14.26615817,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1
1825.848805,162.498151,19.08438023,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1
633.9224183,134.950905,6.203299256,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
468.2897271,127.481989,3.354127023,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
1470.820856,142.452604,9.38354759,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0
1336.534659,159.979358,3.724597242,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0
1185.69317,152.502178,8.831489129,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0
1142.173902,129.948316,3.507044017,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0
1061.749813,207.609354,6.390769574,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1
656.1054778,184.985293,2.180613468,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0
391.7847619,114.983787,4.002381804,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
783.1189106,222.649979,2.698284625,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1
1729.34277,142.515576,12.13508874,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
535.493169,152.466002,2.934758008,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1
668.5567922,227.475448,1.262037303,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1
2356.021599,154.961766,17.5841798,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0
1526.656486,162.500489,13.23888382,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0
1257.976073,192.48852,10.44223446,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1
1176.40624,222.628057,2.38395716,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1
1556.108789,222.649979,10.404813,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1
2053.027319,190.173699,16.37167434,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0
411.2961627,127.506726,1.350108155,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
1488.81735,149.984492,12.42216588,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1
1304.571599,200.132293,3.797689495,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1
1341.595521,200.132293,3.784962992,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1
1123.503268,217.483972,7.154371452,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1
2214.953933,129.962093,20.13119126,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1
732.0802458,92.5018,7.822562679,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
1099.763014,164.967019,3.160392389,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0
1365.14372,182.45383,14.38025496,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0
1108.349605,230.105118,7.517405581,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0
986.7489919,124.97808,11.44196811,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0
1248.345698,182.443347,7.413563684,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1
1637.132389,149.937833,11.32483244,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0
704.224884,137.468388,4.279464865,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1
1203.486183,162.460772,3.468872554,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1
1665.50808,139.983006,12.47525704,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0
484.8207127,104.962874,2.744401393,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0
1422.716519,167.484705,7.608938235,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0
1341.412763,144.960655,14.60426293,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0
2674.084451,149.97755,29.68889421,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0
1243.061143,187.46728,5.497366828,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1
1111.571623,232.641455,4.955415304,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1
1546.673637,214.966286,13.31283015,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1
834.3144319,204.963371,2.656111103,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0
1688.039806,169.992756,18.02281027,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0
1726.803854,245.131966,11.71980152,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1
717.4300821,114.972827,6.22226629,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1656.731409,160.00128,16.24273454,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0
1594.963149,112.455141,17.64373477,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1943.112927,79.978861,23.42878979,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
913.9626257,92.455141,6.7464384,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0
1157.286118,144.960655,11.70414173,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
1323.979879,152.462354,4.909764597,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0
2138.939088,175.02109,19.43430735,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0
445.4856462,104.962874,2.60003549,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
2029.97992,149.992756,17.4880629,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0
1363.832113,240.114868,7.080759052,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1
942.5247889,182.446995,9.808669685,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1
1386.523823,232.62403,5.68349814,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1
1526.533644,232.670689,11.55805828,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1
1064.888301,132.466002,2.101748234,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0
1025.864383,229.993134,6.910330858,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0
1561.767949,147.460067,15.54691331,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0
1257.52308,117.439154,7.175063445,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1
253.7938252,114.972827,1.19808324,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
1138.251038,162.467607,2.689103558,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1
644.5909961,139.981577,4.089399488,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1
507.8003206,192.470522,2.314052799,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1
278.350323,112.455141,2.170567319,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0
1711.161405,149.944668,12.94334524,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0
1234.871994,172.457857,9.117084502,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0
1069.400199,192.440432,7.843263617,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1
1930.538667,240.114868,17.0219219,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0
1538.239707,204.979684,15.6930298,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0
1357.774068,214.952509,11.75090487,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1
1773.915003,200.132293,10.54165852,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1
1940.626426,222.665436,14.92730216,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1
1819.555319,174.976769,11.48699577,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0
693.1317301,192.470522,4.071312509,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1
1297.983536,210.105118,3.866527859,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1
988.3956919,119.95684,2.067992783,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0
1162.715411,197.48762,8.447638937,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0
